TemperaturaMax,TemperaturaProm,TemperaturaMin,HumedadMax,HumedadProm,HumedadMin,VientoMaxKMXH,VientoPromKMXH,PrecipitacionMM,Eventos
28.33333333,22.77777778,17.22222222,100,79,58,19.312128,8.04672,0, 
25,20.55555556,16.11111111,100,80,60,19.312128,6.437376,0, 
23.33333333,19.44444444,15.55555556,90,82,73,19.312128,6.437376,0, 
19.44444444,15,10.55555556,96,82,68,19.312128,8.04672,0, 
5.555555556,3.888888889,1.666666667,92,83,73,19.312128,11.265408,0, 
34.44444444,24.44444444,14.44444444,44,27,10,20.921472,6.437376,0, 
18.88888889,14.44444444,9.444444444,42,30,18,20.921472,8.04672,0, 
23.88888889,17.22222222,10,44,35,25,20.921472,9.656064,0, 
28.33333333,20,11.11111111,52,36,20,20.921472,8.04672,0, 
17.22222222,12.22222222,6.666666667,58,42,25,20.921472,9.656064,0, 
7.222222222,1.111111111,-5,59,42,24,20.921472,8.04672,0, 
40.55555556,33.33333333,26.11111111,55,43,31,20.921472,4.828032,0, 
8.888888889,1.666666667,-5.555555556,68,43,17,20.921472,8.04672,0, 
25,17.77777778,10.55555556,68,43,18,20.921472,8.04672,0, 
25.55555556,16.11111111,6.666666667,67,44,21,20.921472,6.437376,0, 
30,21.66666667,12.77777778,67,44,20,20.921472,6.437376,0, 
27.77777778,17.77777778,7.777777778,71,44,16,20.921472,6.437376,0, 
19.44444444,12.77777778,5.555555556,66,45,24,20.921472,6.437376,0, 
17.22222222,11.11111111,5,67,46,25,20.921472,8.04672,0, 
41.11111111,33.88888889,26.11111111,69,48,27,20.921472,6.437376,0, 
14.44444444,8.888888889,3.333333333,70,48,26,20.921472,8.04672,0, 
32.77777778,25,17.22222222,73,49,24,20.921472,6.437376,0, 
30,22.22222222,13.88888889,72,50,27,20.921472,6.437376,0, 
35,27.22222222,19.44444444,76,50,24,20.921472,3.218688,0, 
23.33333333,15.55555556,7.222222222,76,50,23,20.921472,8.04672,0, 
28.88888889,18.33333333,7.222222222,77,51,24,20.921472,9.656064,0, 
17.77777778,12.77777778,7.777777778,65,52,39,20.921472,11.265408,0, 
38.88888889,32.22222222,25.55555556,69,52,35,20.921472,6.437376,0, 
32.22222222,26.66666667,21.11111111,68,53,38,20.921472,6.437376,0, 
20.55555556,12.22222222,3.333333333,79,53,26,20.921472,8.04672,0, 
22.77777778,13.88888889,4.444444444,85,53,20,20.921472,9.656064,0, 
37.22222222,30.55555556,23.88888889,79,54,29,20.921472,6.437376,0, 
28.88888889,18.88888889,8.888888889,86,54,22,20.921472,8.04672,0, 
14.44444444,7.777777778,1.111111111,76,55,33,20.921472,4.828032,0, 
27.77777778,20.55555556,12.77777778,78,55,32,20.921472,6.437376,0, 
35,26.66666667,17.77777778,78,55,31,20.921472,6.437376,0, 
32.77777778,26.66666667,20.55555556,87,55,23,20.921472,8.04672,0, 
21.66666667,16.66666667,11.66666667,72,56,39,20.921472,8.04672,0, 
18.88888889,9.444444444,0,89,56,22,20.921472,6.437376,0, 
30.55555556,21.66666667,12.22222222,89,57,25,20.921472,8.04672,0, 
28.33333333,21.66666667,14.44444444,80,58,36,20.921472,6.437376,0, 
36.66666667,30.55555556,23.88888889,82,58,33,20.921472,6.437376,0, 
37.22222222,31.66666667,25.55555556,85,58,31,20.921472,9.656064,0, 
38.33333333,31.66666667,25,88,58,27,20.921472,6.437376,0, 
38.33333333,31.11111111,23.88888889,88,58,27,20.921472,8.04672,0, 
39.44444444,32.22222222,25,88,58,27,20.921472,9.656064,0, 
12.77777778,7.222222222,1.111111111,82,59,35,20.921472,11.265408,0, 
38.33333333,32.22222222,25.55555556,85,59,33,20.921472,11.265408,0, 
38.88888889,32.22222222,25,85,59,33,20.921472,11.265408,0, 
38.88888889,32.22222222,25,88,59,29,20.921472,9.656064,0, 
38.33333333,31.66666667,25,88,59,29,20.921472,8.04672,0, 
38.33333333,31.66666667,25,88,59,29,20.921472,9.656064,0, 
36.66666667,29.44444444,21.66666667,93,59,25,20.921472,6.437376,0, 
30,21.66666667,13.33333333,100,59,17,20.921472,3.218688,0, 
6.666666667,4.444444444,1.666666667,75,60,45,20.921472,8.04672,0, 
26.66666667,16.66666667,6.666666667,83,60,37,20.921472,9.656064,0, 
38.33333333,32.22222222,25.55555556,85,60,35,20.921472,9.656064,0, 
37.77777778,31.66666667,25.55555556,85,60,35,20.921472,11.265408,0, 
38.33333333,32.22222222,25.55555556,85,60,35,20.921472,11.265408,0, 
37.77777778,31.66666667,25,88,60,31,20.921472,8.04672,0, 
35,28.33333333,21.66666667,90,60,30,20.921472,8.04672,0, 
38.88888889,31.66666667,24.44444444,91,60,29,20.921472,9.656064,0, 
27.22222222,21.66666667,16.11111111,84,61,37,20.921472,8.04672,0, 
30.55555556,22.77777778,14.44444444,86,61,35,20.921472,6.437376,0, 
35.55555556,29.44444444,22.77777778,87,61,34,20.921472,8.04672,0, 
36.11111111,29.44444444,22.77777778,87,61,35,20.921472,4.828032,0, 
38.33333333,31.66666667,24.44444444,88,61,33,20.921472,9.656064,0, 
37.77777778,31.11111111,24.44444444,88,61,33,20.921472,9.656064,0, 
34.44444444,28.33333333,21.66666667,84,62,39,20.921472,6.437376,0, 
37.22222222,31.11111111,25,85,62,38,20.921472,9.656064,0, 
37.22222222,31.66666667,25.55555556,85,62,39,20.921472,9.656064,0, 
33.88888889,28.33333333,22.77777778,87,62,36,20.921472,11.265408,0, 
37.77777778,31.66666667,25,88,62,35,20.921472,9.656064,0, 
38.33333333,31.66666667,25,88,62,35,20.921472,8.04672,0, 
37.22222222,31.11111111,24.44444444,88,62,35,20.921472,11.265408,0, 
18.33333333,12.22222222,6.111111111,89,62,34,20.921472,6.437376,0, 
37.22222222,30,22.22222222,90,62,33,20.921472,9.656064,0, 
38.33333333,32.22222222,25.55555556,91,62,33,20.921472,11.265408,0, 
17.22222222,10,2.222222222,92,62,32,20.921472,6.437376,0, 
29.44444444,25,20.55555556,93,62,31,20.921472,11.265408,0, 
37.22222222,30.55555556,23.88888889,94,62,29,20.921472,9.656064,0, 
20,10,0,96,62,28,20.921472,4.828032,0, 
36.11111111,30.55555556,24.44444444,87,63,38,20.921472,6.437376,0, 
36.11111111,30,23.33333333,87,63,38,20.921472,9.656064,0, 
29.44444444,23.88888889,17.77777778,87,63,39,20.921472,11.265408,0, 
33.88888889,25.55555556,16.66666667,90,63,36,20.921472,8.04672,0, 
36.66666667,30,23.33333333,93,63,33,20.921472,11.265408,0, 
37.77777778,30.55555556,23.33333333,93,63,33,20.921472,6.437376,0, 
25,16.11111111,6.666666667,84,64,43,20.921472,8.04672,0, 
36.11111111,30.55555556,25,85,64,42,20.921472,6.437376,0, 
36.11111111,30.55555556,25,85,64,42,20.921472,11.265408,0, 
20.55555556,10.55555556,0.555555556,86,64,42,20.921472,4.828032,0, 
35,29.44444444,23.88888889,87,64,41,20.921472,9.656064,0, 
34.44444444,28.88888889,22.77777778,87,64,41,20.921472,4.828032,0, 
38.33333333,32.22222222,25.55555556,91,64,37,20.921472,8.04672,0, 
36.66666667,30.55555556,23.88888889,94,64,33,20.921472,9.656064,0, 
37.22222222,31.11111111,24.44444444,94,64,33,20.921472,8.04672,0, 
33.33333333,25.55555556,17.77777778,97,64,30,20.921472,4.828032,0, 
36.11111111,30.55555556,24.44444444,88,65,42,20.921472,9.656064,0, 
37.22222222,31.66666667,25.55555556,91,65,39,20.921472,11.265408,0, 
37.22222222,30.55555556,23.88888889,94,65,35,20.921472,9.656064,0, 
37.22222222,31.11111111,24.44444444,94,65,35,20.921472,11.265408,0, 
35.55555556,30.55555556,25.55555556,85,66,46,20.921472,11.265408,0, 
34.44444444,28.33333333,22.22222222,87,66,44,20.921472,4.828032,0, 
35.55555556,30,24.44444444,88,66,43,20.921472,11.265408,0, 
27.22222222,18.88888889,10.55555556,89,66,43,20.921472,8.04672,0, 
36.66666667,31.11111111,25.55555556,91,66,40,20.921472,9.656064,0, 
38.88888889,32.77777778,26.11111111,91,66,40,20.921472,9.656064,0, 
36.11111111,30,23.88888889,94,66,38,20.921472,9.656064,0, 
32.77777778,28.33333333,23.33333333,87,67,47,20.921472,11.265408,0, 
33.88888889,28.88888889,23.88888889,87,67,47,20.921472,9.656064,0, 
34.44444444,28.33333333,22.22222222,93,67,41,20.921472,8.04672,0, 
25,17.77777778,10,93,67,41,20.921472,9.656064,0, 
35.55555556,30,23.88888889,94,67,39,20.921472,9.656064,0, 
20.55555556,12.22222222,3.888888889,83,68,52,20.921472,6.437376,0, 
23.88888889,16.66666667,9.444444444,86,68,49,20.921472,8.04672,0, 
18.88888889,10.55555556,2.222222222,92,68,44,20.921472,6.437376,0, 
25.55555556,18.88888889,12.22222222,93,68,43,20.921472,8.04672,0, 
34.44444444,28.88888889,23.33333333,94,68,41,20.921472,9.656064,0, 
37.22222222,30.55555556,23.88888889,94,68,42,20.921472,9.656064,0, 
32.22222222,27.77777778,23.33333333,87,69,50,20.921472,9.656064,0, 
32.77777778,28.33333333,23.88888889,88,69,50,20.921472,8.04672,0, 
31.66666667,25.55555556,19.44444444,90,69,47,20.921472,8.04672,0, 
26.11111111,17.77777778,9.444444444,93,69,45,20.921472,8.04672,0, 
35,29.44444444,23.33333333,94,69,44,20.921472,6.437376,0, 
35.55555556,30,23.88888889,94,69,43,20.921472,8.04672,0, 
30.55555556,23.33333333,16.11111111,97,69,40,20.921472,4.828032,0, 
33.33333333,28.88888889,23.88888889,87,70,52,20.921472,9.656064,0, 
34.44444444,30,25,91,70,49,20.921472,11.265408,0, 
29.44444444,23.33333333,17.22222222,93,70,47,20.921472,12.874752,0, 
20.55555556,12.77777778,4.444444444,93,71,49,20.921472,8.04672,0, 
20.55555556,16.66666667,12.77777778,90,72,53,20.921472,9.656064,0, 
25.55555556,19.44444444,12.77777778,93,72,50,20.921472,11.265408,0, 
25,21.11111111,16.66666667,93,72,50,20.921472,9.656064,0, 
35.55555556,30,24.44444444,94,72,49,20.921472,9.656064,0, 
33.88888889,29.44444444,24.44444444,94,72,49,20.921472,9.656064,0, 
35,30,25,94,72,49,20.921472,9.656064,0, 
33.33333333,28.88888889,23.88888889,94,72,49,20.921472,8.04672,0, 
35,28.88888889,22.22222222,100,72,44,20.921472,8.04672,0, 
30,25.55555556,21.11111111,90,73,55,20.921472,8.04672,0, 
31.66666667,27.22222222,22.22222222,93,73,53,20.921472,9.656064,0, 
33.88888889,28.88888889,23.88888889,94,73,52,20.921472,9.656064,0, 
33.88888889,28.88888889,23.88888889,94,73,52,20.921472,4.828032,0, 
35,30,24.44444444,100,73,46,20.921472,8.04672,0, 
7.777777778,4.444444444,1.111111111,82,74,65,20.921472,9.656064,0, 
27.77777778,23.33333333,18.88888889,93,74,54,20.921472,11.265408,0, 
23.33333333,16.11111111,8.888888889,93,75,57,20.921472,6.437376,0, 
35.55555556,30.55555556,25.55555556,97,75,52,20.921472,9.656064,0, 
11.66666667,7.777777778,3.333333333,86,76,66,20.921472,4.828032,0, 
30.55555556,27.22222222,23.33333333,87,76,65,20.921472,12.874752,0, 
11.66666667,7.777777778,3.888888889,93,78,63,20.921472,9.656064,0, 
15,13.88888889,12.22222222,86,79,72,20.921472,9.656064,0, 
30,27.77777778,25,88,81,74,20.921472,9.656064,0, 
13.33333333,8.888888889,3.888888889,100,86,72,20.921472,4.828032,0, 
32.77777778,24.44444444,16.11111111,37,27,16,22.530816,11.265408,0, 
17.77777778,12.22222222,6.111111111,45,31,17,22.530816,8.04672,0, 
17.77777778,11.11111111,4.444444444,49,35,21,22.530816,6.437376,0, 
22.22222222,13.33333333,4.444444444,55,38,20,22.530816,6.437376,0, 
33.88888889,26.66666667,18.88888889,67,39,10,22.530816,6.437376,0, 
23.33333333,13.88888889,3.888888889,59,40,20,22.530816,9.656064,0, 
22.22222222,13.88888889,5,67,43,19,22.530816,8.04672,0, 
21.11111111,12.77777778,4.444444444,65,44,22,22.530816,9.656064,0, 
21.66666667,13.33333333,4.444444444,70,45,19,22.530816,9.656064,0, 
17.22222222,12.77777778,7.777777778,60,47,34,22.530816,8.04672,0, 
15,8.888888889,2.222222222,70,47,24,22.530816,8.04672,0, 
28.33333333,19.44444444,10.55555556,71,47,23,22.530816,9.656064,0, 
33.33333333,22.77777778,12.22222222,73,48,23,22.530816,8.04672,0, 
14.44444444,6.111111111,-2.222222222,75,49,22,22.530816,6.437376,0, 
26.66666667,18.88888889,10.55555556,77,49,21,22.530816,8.04672,0, 
25,17.77777778,10,71,50,29,22.530816,8.04672,0, 
32.77777778,21.66666667,10.55555556,77,50,23,22.530816,9.656064,0, 
11.66666667,2.777777778,-6.111111111,81,50,19,22.530816,6.437376,0, 
35.55555556,29.44444444,22.77777778,87,51,15,22.530816,9.656064,0, 
31.66666667,23.88888889,15.55555556,72,52,32,22.530816,8.04672,0, 
25,17.22222222,8.888888889,73,53,32,22.530816,9.656064,0, 
24.44444444,13.88888889,3.333333333,85,53,21,22.530816,6.437376,0, 
20,12.22222222,3.888888889,79,54,28,22.530816,6.437376,0, 
36.11111111,30,23.88888889,82,54,26,22.530816,9.656064,0, 
40.55555556,32.77777778,24.44444444,87,54,20,22.530816,8.04672,0, 
39.44444444,32.22222222,25,85,56,27,22.530816,8.04672,0, 
13.88888889,7.222222222,0.555555556,75,57,38,22.530816,8.04672,0, 
40,32.77777778,25,88,57,25,22.530816,11.265408,0, 
38.33333333,31.66666667,25,88,58,27,22.530816,11.265408,0, 
25,16.66666667,7.777777778,84,59,33,22.530816,9.656064,0, 
36.66666667,29.44444444,22.22222222,90,59,27,22.530816,9.656064,0, 
35.55555556,30,24.44444444,87,60,33,22.530816,9.656064,0, 
27.22222222,16.66666667,5.555555556,96,60,23,22.530816,6.437376,0, 
21.11111111,11.66666667,1.666666667,82,61,40,22.530816,8.04672,0, 
21.11111111,12.22222222,3.333333333,85,61,37,22.530816,8.04672,0, 
27.77777778,18.33333333,8.888888889,86,61,35,22.530816,6.437376,0, 
37.77777778,31.11111111,24.44444444,88,61,33,22.530816,8.04672,0, 
22.22222222,13.88888889,5.555555556,82,62,41,22.530816,6.437376,0, 
22.77777778,14.44444444,5.555555556,82,62,42,22.530816,8.04672,0, 
33.88888889,27.77777778,21.11111111,84,62,40,22.530816,9.656064,0, 
37.22222222,32.22222222,26.66666667,85,62,39,22.530816,12.874752,0, 
28.88888889,19.44444444,10,87,62,37,22.530816,11.265408,0, 
37.22222222,31.11111111,25,88,62,35,22.530816,11.265408,0, 
37.22222222,31.11111111,24.44444444,88,62,35,22.530816,11.265408,0, 
37.77777778,31.11111111,23.88888889,88,62,35,22.530816,9.656064,0, 
38.33333333,31.11111111,23.88888889,94,62,29,22.530816,9.656064,0, 
40.55555556,32.22222222,23.33333333,100,62,24,22.530816,9.656064,0, 
31.66666667,25.55555556,19.44444444,84,63,42,22.530816,14.484096,0, 
18.33333333,10.55555556,2.777777778,85,63,40,22.530816,8.04672,0, 
35.55555556,30.55555556,25.55555556,85,63,41,22.530816,12.874752,0, 
37.22222222,31.11111111,25,88,63,38,22.530816,11.265408,0, 
37.77777778,31.66666667,25,91,63,35,22.530816,12.874752,0, 
40,32.77777778,25.55555556,91,63,35,22.530816,11.265408,0, 
37.77777778,31.66666667,25.55555556,91,63,35,22.530816,9.656064,0, 
34.44444444,27.77777778,21.11111111,84,64,44,22.530816,8.04672,0, 
37.77777778,32.22222222,26.11111111,85,64,42,22.530816,11.265408,0, 
26.66666667,20,12.77777778,86,64,42,22.530816,14.484096,0, 
23.88888889,16.66666667,9.444444444,86,64,41,22.530816,9.656064,0, 
34.44444444,26.66666667,18.88888889,87,64,41,22.530816,8.04672,0, 
34.44444444,28.88888889,23.33333333,87,64,41,22.530816,8.04672,0, 
36.11111111,29.44444444,22.77777778,93,64,35,22.530816,6.437376,0, 
35.55555556,28.88888889,22.22222222,93,64,34,22.530816,8.04672,0, 
36.66666667,31.11111111,25,88,65,42,22.530816,11.265408,0, 
37.22222222,31.66666667,25.55555556,91,65,39,22.530816,8.04672,0, 
31.66666667,26.66666667,21.66666667,84,66,48,22.530816,11.265408,0, 
33.33333333,28.88888889,23.88888889,87,66,44,22.530816,11.265408,0, 
34.44444444,29.44444444,23.88888889,87,66,44,22.530816,8.04672,0, 
28.33333333,21.11111111,13.33333333,93,66,39,22.530816,8.04672,0, 
31.11111111,25.55555556,20,97,66,34,22.530816,9.656064,0, 
28.33333333,24.44444444,20,87,67,47,22.530816,11.265408,0, 
36.66666667,30.55555556,24.44444444,88,67,45,22.530816,11.265408,0, 
30,23.33333333,16.66666667,93,67,40,22.530816,9.656064,0, 
33.33333333,27.22222222,21.11111111,97,67,36,22.530816,8.04672,0, 
27.77777778,19.44444444,10.55555556,100,68,35,22.530816,6.437376,0, 
25.55555556,19.44444444,12.77777778,87,69,50,22.530816,9.656064,0, 
31.11111111,26.66666667,21.66666667,93,69,45,22.530816,6.437376,0, 
30.55555556,23.88888889,16.66666667,93,69,44,22.530816,9.656064,0, 
28.33333333,20.55555556,12.22222222,93,69,45,22.530816,6.437376,0, 
33.88888889,28.33333333,22.77777778,94,69,44,22.530816,8.04672,0, 
33.33333333,28.33333333,22.77777778,87,70,52,22.530816,11.265408,0, 
27.22222222,23.33333333,19.44444444,87,70,52,22.530816,12.874752,0, 
35,29.44444444,23.88888889,94,70,46,22.530816,9.656064,0, 
28.88888889,24.44444444,19.44444444,87,71,54,22.530816,11.265408,0, 
33.33333333,28.33333333,23.33333333,93,71,49,22.530816,11.265408,0, 
35.55555556,30,23.88888889,94,71,48,22.530816,9.656064,0, 
32.77777778,28.33333333,23.33333333,87,72,56,22.530816,11.265408,0, 
25.55555556,20,14.44444444,93,72,50,22.530816,9.656064,0, 
28.33333333,21.66666667,15,97,72,47,22.530816,11.265408,0, 
28.88888889,25,20.55555556,90,73,55,22.530816,9.656064,0, 
26.11111111,22.77777778,18.88888889,93,73,52,22.530816,8.04672,0, 
33.33333333,28.88888889,24.44444444,94,73,52,22.530816,11.265408,0, 
25,17.77777778,10,100,73,46,22.530816,6.437376,0, 
34.44444444,30,25,91,74,56,22.530816,9.656064,0, 
28.88888889,24.44444444,20,97,74,51,22.530816,6.437376,0, 
24.44444444,18.88888889,13.33333333,86,75,64,22.530816,9.656064,0, 
32.77777778,28.88888889,24.44444444,94,75,56,22.530816,11.265408,0, 
24.44444444,21.66666667,18.88888889,87,76,64,22.530816,9.656064,0, 
29.44444444,23.88888889,18.33333333,100,76,51,22.530816,11.265408,0, 
26.11111111,19.44444444,12.22222222,100,77,54,22.530816,8.04672,0, 
20.55555556,13.33333333,6.111111111,100,78,55,22.530816,6.437376,0, 
26.66666667,23.88888889,20.55555556,90,79,67,22.530816,11.265408,0, 
23.33333333,18.33333333,12.77777778,100,79,57,22.530816,8.04672,0, 
32.77777778,28.33333333,23.33333333,,,,22.530816,14.484096,0, 
17.22222222,10.55555556,3.333333333,59,39,19,24.14016,9.656064,0, 
17.22222222,12.77777778,7.777777778,53,40,27,24.14016,12.874752,0, 
30,23.33333333,16.11111111,60,40,20,24.14016,11.265408,0, 
14.44444444,9.444444444,3.888888889,54,41,28,24.14016,11.265408,0, 
9.444444444,3.333333333,-2.777777778,63,42,21,24.14016,8.04672,0, 
24.44444444,15,5.555555556,64,43,22,24.14016,8.04672,0, 
17.77777778,11.66666667,5.555555556,62,44,25,24.14016,8.04672,0, 
16.66666667,8.888888889,0.555555556,70,47,24,24.14016,6.437376,0, 
18.88888889,11.66666667,4.444444444,76,47,18,24.14016,8.04672,0, 
9.444444444,5,0.555555556,62,48,34,24.14016,9.656064,0, 
22.77777778,17.77777778,12.22222222,64,48,32,24.14016,9.656064,0, 
27.77777778,20,11.66666667,66,50,33,24.14016,8.04672,0, 
32.22222222,22.77777778,12.77777778,73,50,26,24.14016,8.04672,0, 
27.77777778,20,12.22222222,77,50,23,24.14016,6.437376,0, 
22.22222222,16.66666667,10.55555556,80,52,24,24.14016,9.656064,0, 
27.22222222,21.11111111,14.44444444,87,52,17,24.14016,8.04672,0, 
20.55555556,15,8.888888889,84,53,22,24.14016,11.265408,0, 
0,-1.666666667,-3.333333333,58,54,49,24.14016,12.874752,0, 
39.44444444,32.77777778,26.11111111,85,55,25,24.14016,12.874752,0, 
31.11111111,23.88888889,16.11111111,78,56,34,24.14016,9.656064,0, 
27.77777778,20.55555556,12.77777778,90,56,21,24.14016,9.656064,0, 
30,23.33333333,16.66666667,84,57,29,24.14016,6.437376,0, 
30,21.11111111,11.66666667,84,58,31,24.14016,11.265408,0, 
38.33333333,31.66666667,25,88,58,27,24.14016,6.437376,0, 
38.88888889,32.22222222,25.55555556,85,59,33,24.14016,11.265408,0, 
27.22222222,19.44444444,11.66666667,93,59,25,24.14016,4.828032,0, 
29.44444444,21.66666667,13.33333333,97,59,20,24.14016,6.437376,0, 
23.88888889,17.77777778,11.11111111,78,60,42,24.14016,9.656064,0, 
23.88888889,16.66666667,8.888888889,80,61,41,24.14016,9.656064,0, 
38.33333333,31.66666667,25,85,61,36,24.14016,12.874752,0, 
25.55555556,18.88888889,11.66666667,89,61,33,24.14016,9.656064,0, 
39.44444444,32.77777778,25.55555556,91,61,31,24.14016,11.265408,0, 
20.55555556,13.88888889,6.666666667,93,61,28,24.14016,8.04672,0, 
27.77777778,19.44444444,11.11111111,100,61,21,24.14016,9.656064,0, 
26.11111111,20.55555556,14.44444444,78,62,45,24.14016,9.656064,0, 
38.33333333,32.22222222,25.55555556,91,62,33,24.14016,12.874752,0, 
40.55555556,33.33333333,26.11111111,91,63,35,24.14016,8.04672,0, 
16.66666667,9.444444444,1.111111111,79,64,50,24.14016,6.437376,0, 
18.33333333,8.888888889,-0.555555556,80,64,48,24.14016,11.265408,0, 
38.33333333,32.77777778,26.66666667,85,64,42,24.14016,12.874752,0, 
37.77777778,31.66666667,25,85,64,42,24.14016,8.04672,0, 
35.55555556,30,23.88888889,88,64,39,24.14016,9.656064,0, 
36.66666667,30.55555556,24.44444444,94,66,38,24.14016,9.656064,0, 
36.66666667,31.11111111,25.55555556,85,67,48,24.14016,12.874752,0, 
23.88888889,16.66666667,8.888888889,93,67,41,24.14016,6.437376,0, 
28.88888889,21.66666667,14.44444444,93,67,40,24.14016,9.656064,0, 
33.33333333,26.66666667,19.44444444,93,67,41,24.14016,11.265408,0, 
37.22222222,30.55555556,23.33333333,94,68,42,24.14016,11.265408,0, 
28.33333333,23.33333333,18.33333333,87,69,51,24.14016,12.874752,0, 
21.66666667,13.88888889,6.111111111,89,69,49,24.14016,8.04672,0, 
27.77777778,22.77777778,17.22222222,93,70,47,24.14016,11.265408,0, 
32.22222222,27.77777778,23.33333333,93,70,46,24.14016,9.656064,0, 
26.11111111,22.22222222,17.77777778,87,71,54,24.14016,11.265408,0, 
34.44444444,28.88888889,22.77777778,93,71,49,24.14016,11.265408,0, 
23.88888889,18.88888889,13.88888889,93,71,49,24.14016,9.656064,0, 
27.77777778,20.55555556,13.33333333,93,72,51,24.14016,11.265408,0, 
27.22222222,23.33333333,18.88888889,87,73,58,24.14016,12.874752,0, 
30.55555556,26.11111111,21.11111111,90,73,55,24.14016,11.265408,0, 
11.11111111,6.111111111,0.555555556,96,74,52,24.14016,11.265408,0, 
27.77777778,21.11111111,14.44444444,100,74,47,24.14016,11.265408,0, 
31.66666667,26.11111111,20,95,75,55,24.14016,6.437376,0, 
28.88888889,24.44444444,20,90,76,62,24.14016,12.874752,0, 
30.55555556,33.33333333,22.77777778,95,77,59,24.14016,9.656064,0, 
22.22222222,16.66666667,10.55555556,37,28,18,25.749504,9.656064,0, 
23.88888889,18.88888889,13.88888889,42,32,21,25.749504,9.656064,0, 
21.66666667,17.77777778,13.33333333,51,36,20,25.749504,9.656064,0, 
20,12.77777778,5,53,36,18,25.749504,9.656064,0, 
24.44444444,13.88888889,2.777777778,70,41,12,25.749504,8.04672,0, 
27.77777778,17.77777778,7.777777778,71,44,17,25.749504,8.04672,0, 
28.33333333,21.11111111,13.88888889,81,48,15,25.749504,12.874752,0, 
10.55555556,6.666666667,2.222222222,64,50,36,25.749504,14.484096,0, 
16.66666667,11.66666667,6.666666667,65,51,36,25.749504,11.265408,0, 
11.66666667,5.555555556,-1.111111111,82,52,22,25.749504,9.656064,0, 
18.33333333,12.22222222,6.111111111,82,53,24,25.749504,11.265408,0, 
22.77777778,13.88888889,4.444444444,76,56,35,25.749504,11.265408,0, 
38.33333333,32.22222222,26.11111111,85,56,27,25.749504,9.656064,0, 
33.33333333,25,16.66666667,84,57,30,25.749504,11.265408,0, 
25.55555556,17.77777778,9.444444444,81,59,36,25.749504,9.656064,0, 
36.11111111,30,23.33333333,87,59,30,25.749504,8.04672,0, 
23.33333333,16.66666667,10,90,59,27,25.749504,8.04672,0, 
8.888888889,4.444444444,-0.555555556,80,60,39,25.749504,16.09344,0, 
36.66666667,31.11111111,25,82,60,38,25.749504,11.265408,0, 
31.66666667,26.66666667,21.11111111,84,61,38,25.749504,12.874752,0, 
33.33333333,24.44444444,15.55555556,90,61,32,25.749504,12.874752,0, 
18.33333333,9.444444444,0.555555556,96,61,26,25.749504,9.656064,0, 
13.88888889,7.777777778,1.666666667,85,62,38,25.749504,9.656064,0, 
27.22222222,21.11111111,15,87,62,36,25.749504,12.874752,0, 
27.22222222,19.44444444,11.66666667,100,62,23,25.749504,8.04672,0, 
27.22222222,22.77777778,17.77777778,81,63,45,25.749504,12.874752,0, 
31.11111111,25.55555556,19.44444444,87,63,38,25.749504,8.04672,0, 
37.22222222,31.66666667,26.11111111,85,64,42,25.749504,14.484096,0, 
36.66666667,31.66666667,26.11111111,85,64,42,25.749504,12.874752,0, 
25.55555556,18.33333333,10.55555556,100,64,27,25.749504,8.04672,0, 
37.22222222,31.66666667,26.11111111,85,65,45,25.749504,12.874752,0, 
19.44444444,11.66666667,3.888888889,86,65,44,25.749504,9.656064,0, 
33.88888889,29.44444444,24.44444444,88,65,41,25.749504,12.874752,0, 
29.44444444,22.77777778,15.55555556,90,65,40,25.749504,14.484096,0, 
29.44444444,22.77777778,16.11111111,90,65,40,25.749504,12.874752,0, 
28.88888889,23.33333333,17.77777778,87,66,45,25.749504,12.874752,0, 
29.44444444,23.33333333,16.66666667,93,67,40,25.749504,12.874752,0, 
21.66666667,13.88888889,5.555555556,89,68,47,25.749504,11.265408,0, 
37.77777778,32.22222222,26.11111111,91,68,45,25.749504,12.874752,0, 
13.33333333,8.888888889,3.888888889,93,68,43,25.749504,9.656064,0, 
26.11111111,19.44444444,12.22222222,93,68,42,25.749504,14.484096,0, 
30.55555556,25,19.44444444,87,69,50,25.749504,11.265408,0, 
10.55555556,6.111111111,1.666666667,100,69,38,25.749504,11.265408,0, 
30.55555556,25.55555556,20,90,71,51,25.749504,12.874752,0, 
28.88888889,23.88888889,18.88888889,93,71,49,25.749504,12.874752,0, 
32.77777778,24.44444444,15.55555556,97,71,44,25.749504,9.656064,0, 
23.88888889,18.33333333,12.22222222,86,72,57,25.749504,14.484096,0, 
32.77777778,28.88888889,25,88,72,55,25.749504,12.874752,0, 
28.88888889,22.77777778,16.66666667,93,72,51,25.749504,12.874752,0, 
26.66666667,21.11111111,15,93,72,51,25.749504,12.874752,0, 
32.22222222,24.44444444,16.66666667,90,73,55,25.749504,11.265408,0, 
25,20,14.44444444,93,74,54,25.749504,14.484096,0, 
22.77777778,18.33333333,13.33333333,93,75,57,25.749504,11.265408,0, 
24.44444444,21.66666667,18.33333333,93,79,64,25.749504,12.874752,0, 
26.66666667,19.44444444,12.22222222,43,31,18,27.358848,9.656064,0, 
28.88888889,22.22222222,15.55555556,60,36,11,27.358848,11.265408,0, 
18.33333333,13.33333333,7.777777778,58,37,15,27.358848,12.874752,0, 
2.222222222,-1.666666667,-5.555555556,50,38,26,27.358848,11.265408,0, 
