TemperaturaMax,TemperaturaProm,TemperaturaMin,HumedadMax,HumedadProm,HumedadMin,VientoMaxKMXH,VientoPromKMXH,PrecipitacionMM,Eventos
35.55555556,30,23.88888889,74,55,36,16.09344,4.828032,0, 
38.33333333,31.11111111,23.88888889,82,55,28,16.09344,6.437376,0, 
38.33333333,31.11111111,23.88888889,82,55,27,16.09344,3.218688,0, 
19.44444444,10.55555556,1.666666667,85,55,24,16.09344,3.218688,0, 
28.88888889,18.33333333,7.777777778,93,55,17,16.09344,4.828032,0, 
32.22222222,26.11111111,19.44444444,78,56,34,16.09344,4.828032,0, 
36.11111111,28.88888889,21.11111111,79,56,33,16.09344,6.437376,0, 
35,28.33333333,21.11111111,84,56,28,16.09344,3.218688,0, 
27.22222222,17.77777778,7.777777778,86,57,28,16.09344,6.437376,0, 
23.88888889,15,5.555555556,89,57,25,16.09344,4.828032,0, 
8.888888889,5.555555556,2.777777778,68,58,48,16.09344,9.656064,0, 
18.88888889,14.44444444,10,72,58,44,16.09344,4.828032,0, 
21.11111111,12.77777778,3.888888889,79,58,37,16.09344,3.218688,0, 
20.55555556,10.55555556,0,85,58,30,16.09344,6.437376,0, 
38.33333333,32.22222222,25.55555556,85,58,31,16.09344,6.437376,0, 
36.66666667,30.55555556,24.44444444,87,58,29,16.09344,6.437376,0, 
18.88888889,10,1.111111111,89,58,27,16.09344,3.218688,0, 
34.44444444,27.22222222,20,90,58,26,16.09344,3.218688,0, 
21.11111111,15,8.888888889,93,58,22,16.09344,4.828032,0, 
32.22222222,21.11111111,9.444444444,93,58,23,16.09344,3.218688,0, 
23.88888889,13.33333333,2.777777778,85,59,33,16.09344,4.828032,0, 
38.33333333,31.66666667,24.44444444,88,59,29,16.09344,8.04672,0, 
38.88888889,32.22222222,25,88,59,29,16.09344,4.828032,0, 
36.66666667,30.55555556,24.44444444,82,60,38,16.09344,8.04672,0, 
37.22222222,31.66666667,25.55555556,85,60,35,16.09344,8.04672,0, 
28.88888889,21.11111111,12.77777778,86,60,33,16.09344,3.218688,0, 
30,21.66666667,13.33333333,86,60,34,16.09344,4.828032,0, 
28.33333333,19.44444444,10,89,60,31,16.09344,4.828032,0, 
26.11111111,17.22222222,8.333333333,93,60,27,16.09344,4.828032,0, 
36.11111111,30,23.33333333,87,61,34,16.09344,9.656064,0, 
37.22222222,31.11111111,24.44444444,88,61,33,16.09344,8.04672,0, 
28.33333333,21.66666667,14.44444444,93,61,28,16.09344,4.828032,0, 
33.88888889,28.33333333,22.22222222,79,62,44,16.09344,6.437376,0, 
35.55555556,30,23.88888889,91,62,33,16.09344,3.218688,0, 
10,7.222222222,3.888888889,80,63,45,16.09344,6.437376,0, 
33.88888889,27.77777778,21.11111111,84,63,41,16.09344,4.828032,0, 
34.44444444,27.22222222,19.44444444,87,63,38,16.09344,3.218688,0, 
32.77777778,26.66666667,20,90,64,38,16.09344,4.828032,0, 
34.44444444,29.44444444,24.44444444,88,65,41,16.09344,6.437376,0, 
37.77777778,31.66666667,25.55555556,91,65,39,16.09344,8.04672,0, 
32.77777778,24.44444444,16.11111111,84,66,47,16.09344,4.828032,0, 
30.55555556,23.88888889,16.66666667,90,66,42,16.09344,4.828032,0, 
23.88888889,18.88888889,13.33333333,93,66,38,16.09344,6.437376,0, 
37.22222222,30.55555556,23.88888889,94,66,38,16.09344,4.828032,0, 
35.55555556,30,24.44444444,88,67,46,16.09344,6.437376,0, 
30.55555556,24.44444444,18.33333333,100,67,34,16.09344,3.218688,0, 
27.22222222,22.77777778,18.33333333,81,68,54,16.09344,4.828032,0, 
33.33333333,28.88888889,24.44444444,88,68,47,16.09344,8.04672,0, 
19.44444444,9.444444444,-1.111111111,92,68,43,16.09344,3.218688,0, 
18.88888889,11.11111111,3.333333333,92,68,43,16.09344,3.218688,0, 
37.22222222,31.11111111,24.44444444,94,68,42,16.09344,6.437376,0, 
37.22222222,31.11111111,24.44444444,94,68,42,16.09344,4.828032,0, 
15.55555556,9.444444444,2.777777778,86,69,51,16.09344,4.828032,0, 
30.55555556,24.44444444,17.77777778,93,69,44,16.09344,3.218688,0, 
32.22222222,26.11111111,20,93,70,46,16.09344,4.828032,0, 
35.55555556,29.44444444,23.33333333,93,70,46,16.09344,8.04672,0, 
33.88888889,27.77777778,21.11111111,93,70,47,16.09344,4.828032,0, 
33.33333333,27.77777778,21.66666667,93,70,47,16.09344,6.437376,0, 
35.55555556,30.55555556,25,94,70,46,16.09344,9.656064,0, 
36.11111111,30.55555556,24.44444444,94,70,46,16.09344,9.656064,0, 
35.55555556,30,23.88888889,94,70,46,16.09344,6.437376,0, 
29.44444444,24.44444444,18.88888889,87,71,54,16.09344,4.828032,0, 
21.11111111,13.88888889,6.666666667,93,71,49,16.09344,3.218688,0, 
32.22222222,27.22222222,22.22222222,94,71,47,16.09344,4.828032,0, 
28.88888889,23.88888889,18.33333333,93,72,51,16.09344,6.437376,0, 
30,25,19.44444444,100,72,44,16.09344,4.828032,0, 
27.77777778,22.22222222,16.11111111,90,73,55,16.09344,6.437376,0, 
19.44444444,13.88888889,7.777777778,93,73,52,16.09344,4.828032,0, 
33.88888889,29.44444444,24.44444444,94,73,52,16.09344,9.656064,0, 
25,18.33333333,11.11111111,100,73,46,16.09344,4.828032,0, 
31.66666667,25.55555556,19.44444444,97,75,53,16.09344,6.437376,0, 
33.88888889,28.88888889,23.33333333,100,75,49,16.09344,8.04672,0, 
32.77777778,26.66666667,20.55555556,97,77,56,16.09344,4.828032,0, 
25.55555556,18.33333333,10.55555556,100,78,56,16.09344,6.437376,0, 
25.55555556,21.11111111,16.11111111,97,79,60,16.09344,6.437376,0, 
23.33333333,17.22222222,11.11111111,93,81,68,16.09344,1.609344,0, 
13.33333333,11.66666667,10,93,83,72,16.09344,8.04672,0, 
31.66666667,27.22222222,22.22222222,100,84,68,16.09344,8.04672,0, 
29.44444444,25,20,100,85,69,16.09344,6.437376,0, 
26.11111111,17.22222222,8.333333333,61,38,15,19.312128,8.04672,0, 
18.33333333,11.11111111,3.888888889,59,39,19,19.312128,6.437376,0, 
21.66666667,13.88888889,6.111111111,55,41,27,19.312128,6.437376,0, 
37.22222222,31.11111111,25,64,43,22,19.312128,6.437376,0, 
7.777777778,4.444444444,0.555555556,56,45,34,19.312128,8.04672,0, 
21.11111111,12.22222222,2.777777778,59,45,31,19.312128,3.218688,0, 
36.11111111,28.33333333,20.55555556,66,45,24,19.312128,6.437376,0, 
31.66666667,25.55555556,19.44444444,68,45,22,19.312128,8.04672,0, 
21.11111111,12.22222222,2.777777778,70,45,19,19.312128,6.437376,0, 
34.44444444,26.11111111,17.77777778,79,45,10,19.312128,8.04672,0, 
22.77777778,13.88888889,4.444444444,57,46,35,19.312128,4.828032,0, 
30,21.11111111,12.22222222,67,46,25,19.312128,6.437376,0, 
20,15,10,63,48,32,19.312128,6.437376,0, 
28.33333333,20,11.66666667,66,48,30,19.312128,6.437376,0, 
24.44444444,16.11111111,7.222222222,71,48,25,19.312128,6.437376,0, 
28.88888889,20.55555556,11.66666667,71,48,25,19.312128,6.437376,0, 
6.666666667,0,-7.222222222,73,48,22,19.312128,6.437376,0, 
27.77777778,17.22222222,6.111111111,71,49,26,19.312128,6.437376,0, 
36.66666667,29.44444444,22.22222222,73,50,27,19.312128,6.437376,0, 
31.11111111,24.44444444,17.22222222,68,51,34,19.312128,9.656064,0, 
26.66666667,20,12.77777778,77,51,25,19.312128,6.437376,0, 
41.66666667,33.33333333,25,82,51,19,19.312128,6.437376,0, 
34.44444444,27.77777778,20.55555556,73,52,30,19.312128,6.437376,0, 
24.44444444,15.55555556,6.111111111,76,52,27,19.312128,4.828032,0, 
32.77777778,22.77777778,12.22222222,77,52,27,19.312128,6.437376,0, 
23.88888889,15.55555556,6.666666667,80,52,24,19.312128,6.437376,0, 
32.22222222,25,17.77777778,79,53,27,19.312128,8.04672,0, 
23.88888889,16.66666667,8.888888889,93,53,13,19.312128,4.828032,0, 
32.77777778,25,16.66666667,72,54,36,19.312128,4.828032,0, 
21.11111111,12.77777778,4.444444444,79,54,28,19.312128,4.828032,0, 
39.44444444,31.66666667,23.88888889,82,54,25,19.312128,8.04672,0, 
35,27.77777778,20,84,54,24,19.312128,4.828032,0, 
30.55555556,22.22222222,13.33333333,86,54,21,19.312128,8.04672,0, 
27.22222222,19.44444444,11.11111111,77,55,32,19.312128,6.437376,0, 
35,26.11111111,17.22222222,87,55,23,19.312128,6.437376,0, 
30,22.22222222,14.44444444,93,55,17,19.312128,8.04672,0, 
38.33333333,31.66666667,25,79,56,33,19.312128,4.828032,0, 
15,7.222222222,-0.555555556,82,56,29,19.312128,4.828032,0, 
38.33333333,31.66666667,25,82,56,29,19.312128,6.437376,0, 
20.55555556,11.66666667,2.777777778,85,56,27,19.312128,4.828032,0, 
36.66666667,30,23.33333333,87,56,25,19.312128,6.437376,0, 
16.11111111,7.777777778,-0.555555556,89,56,22,19.312128,6.437376,0, 
20,11.11111111,1.666666667,82,57,32,19.312128,6.437376,0, 
35,28.88888889,22.77777778,87,57,26,19.312128,6.437376,0, 
37.77777778,31.11111111,24.44444444,87,57,26,19.312128,8.04672,0, 
26.11111111,16.66666667,6.666666667,89,58,27,19.312128,4.828032,0, 
30,23.33333333,16.66666667,90,58,26,19.312128,9.656064,0, 
23.33333333,17.22222222,11.11111111,93,58,23,19.312128,8.04672,0, 
32.77777778,27.77777778,22.77777778,74,59,44,19.312128,8.04672,0, 
38.88888889,31.66666667,24.44444444,87,59,31,19.312128,6.437376,0, 
26.66666667,16.11111111,5,89,59,28,19.312128,4.828032,0, 
30,24.44444444,18.88888889,97,59,20,19.312128,8.04672,0, 
33.33333333,26.66666667,19.44444444,100,59,18,19.312128,9.656064,0, 
25.55555556,19.44444444,12.77777778,86,60,33,19.312128,6.437376,0, 
38.33333333,31.66666667,24.44444444,87,60,33,19.312128,6.437376,0, 
22.77777778,13.88888889,5,89,60,31,19.312128,6.437376,0, 
32.22222222,24.44444444,16.66666667,93,60,26,19.312128,3.218688,0, 
10,5.555555556,0.555555556,82,61,39,19.312128,6.437376,0, 
30.55555556,23.88888889,17.22222222,87,61,35,19.312128,4.828032,0, 
36.66666667,30,23.33333333,87,61,35,19.312128,6.437376,0, 
30,23.88888889,17.22222222,87,61,34,19.312128,8.04672,0, 
38.33333333,31.66666667,24.44444444,88,61,33,19.312128,9.656064,0, 
25,17.22222222,9.444444444,93,61,29,19.312128,8.04672,0, 
37.77777778,31.66666667,25,88,62,35,19.312128,9.656064,0, 
30,23.33333333,16.11111111,90,62,34,19.312128,6.437376,0, 
37.77777778,30.55555556,22.77777778,94,62,29,19.312128,6.437376,0, 
13.88888889,8.888888889,3.888888889,79,63,47,19.312128,4.828032,0, 
35.55555556,30,23.88888889,87,63,39,19.312128,8.04672,0, 
37.22222222,31.11111111,24.44444444,88,63,38,19.312128,11.265408,0, 
37.77777778,31.66666667,25,88,63,38,19.312128,6.437376,0, 
20.55555556,12.22222222,3.888888889,92,63,34,19.312128,4.828032,0, 
25,19.44444444,13.33333333,93,63,33,19.312128,8.04672,0, 
28.88888889,22.22222222,15.55555556,93,63,33,19.312128,6.437376,0, 
37.77777778,31.11111111,24.44444444,94,63,31,19.312128,9.656064,0, 
31.66666667,26.11111111,20.55555556,90,64,38,19.312128,4.828032,0, 
38.88888889,33.33333333,27.22222222,91,64,37,19.312128,8.04672,0, 
38.88888889,32.22222222,25.55555556,91,64,37,19.312128,8.04672,0, 
38.33333333,31.66666667,24.44444444,94,64,33,19.312128,8.04672,0, 
35.55555556,30,23.88888889,94,64,33,19.312128,9.656064,0, 
24.44444444,18.88888889,12.77777778,81,65,49,19.312128,6.437376,0, 
37.22222222,31.11111111,24.44444444,88,65,42,19.312128,8.04672,0, 
13.88888889,7.222222222,0,89,65,41,19.312128,4.828032,0, 
35,28.33333333,21.66666667,90,65,39,19.312128,6.437376,0, 
37.77777778,31.66666667,25,91,65,39,19.312128,9.656064,0, 
26.11111111,20,13.88888889,93,66,39,19.312128,9.656064,0, 
36.11111111,30,23.33333333,94,66,38,19.312128,8.04672,0, 
36.66666667,30.55555556,23.88888889,94,66,38,19.312128,8.04672,0, 
37.77777778,31.11111111,24.44444444,94,66,38,19.312128,8.04672,0, 
27.22222222,18.88888889,10.55555556,96,66,35,19.312128,6.437376,0, 
34.44444444,30,25,85,67,49,19.312128,6.437376,0, 
25,19.44444444,13.88888889,87,67,46,19.312128,9.656064,0, 
34.44444444,28.88888889,23.33333333,87,67,46,19.312128,8.04672,0, 
30,23.33333333,16.11111111,90,67,44,19.312128,3.218688,0, 
37.77777778,31.66666667,25,91,67,42,19.312128,8.04672,0, 
25,18.33333333,11.11111111,93,67,40,19.312128,6.437376,0, 
36.66666667,30.55555556,24.44444444,94,67,40,19.312128,9.656064,0, 
36.66666667,30.55555556,23.88888889,94,67,39,19.312128,8.04672,0, 
37.22222222,28.88888889,20,100,67,33,19.312128,4.828032,0, 
31.11111111,25.55555556,20,90,68,45,19.312128,6.437376,0, 
15,9.444444444,3.333333333,92,68,43,19.312128,6.437376,0, 
30,23.88888889,17.77777778,93,68,42,19.312128,3.218688,0, 
25.55555556,18.88888889,11.66666667,100,68,36,19.312128,4.828032,0, 
33.33333333,28.88888889,23.88888889,88,69,49,19.312128,14.484096,0, 
32.77777778,27.22222222,21.11111111,90,69,47,19.312128,8.04672,0, 
35,29.44444444,23.33333333,93,69,44,19.312128,9.656064,0, 
34.44444444,28.88888889,23.33333333,93,69,44,19.312128,9.656064,0, 
29.44444444,23.88888889,18.33333333,93,69,44,19.312128,9.656064,0, 
28.88888889,23.88888889,18.33333333,93,69,45,19.312128,8.04672,0, 
32.77777778,28.33333333,23.33333333,87,70,52,19.312128,11.265408,0, 
13.88888889,10.55555556,7.222222222,89,70,50,19.312128,6.437376,0, 
35,30,25,91,70,49,19.312128,9.656064,0, 
34.44444444,28.33333333,22.22222222,93,70,46,19.312128,4.828032,0, 
32.77777778,27.22222222,21.66666667,93,70,47,19.312128,6.437376,0, 
23.88888889,15,5.555555556,96,70,43,19.312128,4.828032,0, 
35.55555556,28.88888889,22.22222222,100,70,39,19.312128,4.828032,0, 
34.44444444,30,25.55555556,85,71,56,19.312128,9.656064,0, 
33.33333333,27.22222222,21.11111111,93,71,49,19.312128,4.828032,0, 
30,24.44444444,18.88888889,93,71,48,19.312128,9.656064,0, 
33.33333333,28.88888889,23.88888889,94,71,47,19.312128,8.04672,0, 
32.77777778,27.22222222,21.11111111,97,71,44,19.312128,6.437376,0, 
36.11111111,30.55555556,24.44444444,100,71,42,19.312128,8.04672,0, 
33.88888889,29.44444444,24.44444444,88,72,56,19.312128,9.656064,0, 
20.55555556,15.55555556,10.55555556,89,72,55,19.312128,4.828032,0, 
28.33333333,22.77777778,16.66666667,93,72,51,19.312128,4.828032,0, 
31.11111111,25,18.88888889,100,72,43,19.312128,4.828032,0, 
31.11111111,26.11111111,21.11111111,90,73,55,19.312128,9.656064,0, 
34.44444444,28.88888889,23.33333333,93,73,52,19.312128,6.437376,0, 
33.33333333,27.77777778,22.22222222,93,73,52,19.312128,4.828032,0, 
33.33333333,28.33333333,22.77777778,94,73,52,19.312128,6.437376,0, 
22.22222222,18.33333333,13.88888889,90,74,57,19.312128,6.437376,0, 
21.11111111,15,8.333333333,93,75,57,19.312128,4.828032,0, 
34.44444444,29.44444444,24.44444444,91,76,60,19.312128,8.04672,0, 
26.66666667,22.22222222,17.77777778,93,76,58,19.312128,8.04672,0, 
33.88888889,28.33333333,22.77777778,100,76,52,19.312128,6.437376,0, 
23.88888889,20,16.11111111,97,77,57,19.312128,9.656064,0, 
13.88888889,10,6.111111111,89,78,66,19.312128,6.437376,0, 
12.22222222,10,7.222222222,92,78,63,19.312128,8.04672,0, 
33.33333333,28.33333333,23.33333333,100,78,56,19.312128,4.828032,0, 
